M�S;UNIDADE;ADMINISTRACAO REGIONAL;ALVARA;DESCRICAO;TIPO DA CONSTRUCAO;SQL/INCRA;CATEGORIA DE USO;ZONA DE USO;BAIRRO;AREA DA CONSTRUCAO;;PROPRIETARIO;AREA DO TERRENO;;ENDERECO;APROVACAO;FIRMA/DIRIGENTE TECNICO;RESPONSAVEL TECNICO;AUTOR PROJETO;RESPONSAVEL DA FIRMA;NUMERO DE BLOCOS;NUMERO DE UNIDADES;NUMERO DE PAVIMENTOS
Novembro;APROV G;CAMPO LIMPO;2010.46.938-00;CERTIFICADO DE CONCLUSAO;HAB. INTERESSE SOCIAL;00.181.027.0030-1;H.M.P;Z2;VL MARIA;0.00;M2;CONSTRUTORA E INCORP RESIDENCIAL NOVA CONQUISTA;2862.35;M2;R ILHA MAIORCA,1059;20/11/10;;;;;;;
Novembro;APROV G;CAMPO LIMPO;2010.48.041-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.167.014.0008-5;H.I.S    - H.M.P;Z2;CAPAO REDONDO;10203.62;M2;CONSTRUTORA TENDA S/A;9364.22;M2;EST DE ITAPECERICA,23850;27/11/10;ALEXANDRO FELIPE PENTEADO SILVA;;ALEXANDRO FELIPE PENTEADO SILVA;;001;167;21
Novembro;APROV G;CAMPO LIMPO;2010.48.041-01;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.167.014.0008-5;H.I.S    - H.M.P;Z2;CAPAO REDONDO;10733.82;M2;CONSTRUTORA TENDA S/A;9364.22;M2;EST DE ITAPECERICA,23850;30/11/10;;;;;001;167;21
Novembro;APROV G;ERMELINO MATARAZZO;2010.46.849-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;PREDIO SERVICO;00.111.318.0069-8;S3       - C2;Z2;ERM MATARAZZO;1313.93;M2;MAK LEN CONFECCOES LTDA;1207.00;M2;R OVIDIO LOPES,225;12/11/10;SONIA APARECIDA DOS SANTOS VIVAQUA;;;;;;
Novembro;APROV G;ERMELINO MATARAZZO;2010.48.135-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.111.553.0611-1;H.M.P;;PONTE RASA;3283.26;M2;HELENICE LOURDES DE ALMEIDA FERNANDES E OUTROS;1162.50;M2;R ANTONIO MACHADO,266;06/11/10;OTAVIO AUGUSTO FRASSON COSTA;;OTAVIO AUGUSTO FRASSON COSTA;;001;039;10
Novembro;APROV G;FREGUESIA DO O;2010.46.443-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.076.006.0005-6;R301;Z4-005;FREGUESIA DO O;7228.89;M2;ESTETO ENGENHARIA E COMERCIO LTDA;1489.13;M2;R BAIAO PARENTE,544;05/11/10;FREDERICO CARLOS KREJICI;;FREDERICO CARLOS KREJICI;;001;038;21
Novembro;APROV G;ITAQUERA;2010.45.067-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.140.262.0006-9;H.M.P;Z2;ITAQUERA;11880.59;M2;GOLD GANA EMPREENDENDIMENTOS IMOBILIARIOS SPE LTDA;7361.89;M2;R VIRGINIA DE MIRANDA,489;10/11/10;RUI KIYOSHI ISHIKAWA;;RUI KIYOSHI ISHIKAWA;;003 - 001;052 - 040;09 - 07
Novembro;APROV G;ITAQUERA;2010.47.716-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;;00.146.083.0001-5;NR2-02;Z2;CIDADE LIDER;60.60;M2;ESPOLIO DE AMERICO CEDRAN;377.00;M2;R BILIMBI,145;23/11/10;;;;;;;
Novembro;APROV G;ITAIM PAULISTA;2010.47.264-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.139.030.0001-8;HIS      - H.M.P;Z2;VILA CURUCA;0.00;M2;JOSE MANUEL ARRUDA RAPOSO E OUTROS;0.00;M2;R PARREIRA-BRAVA;24/11/10;PLANO & PLANO CONSTRUCOES E PART. LTDA;RODRIGO UCHOA LUNA;MCAA ARQUITETOS LTDA;;;;
Novembro;APROV G;ITAIM PAULISTA;2010.48.237-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;PREDIO RESIDENCIAL;00.134.431.0003-0;R        - C2;Z2;JD DA OLIVEIRAS;679.50;M2;JOSE FRANCISCO DA SILVA;500.00;M2;AV DR DECIO DE TOLEDO LEITE,350;30/11/10;;;;;;;
Novembro;APROV G;JACANA / TREMEMBE;2010.33.447-01;APOSTILAMENTO DE CERTIFICADO DE CONCLUSAO;HAB. INTERESSE SOCIAL;6383580121495;H.I.S;;TREMEMBE - SP;0.00;M2;AGH ASSESSORIA E CONSTRUCOES LTDA;20730.00;M2;AV CEL SEZEFREDO FAGUNDES,5169;25/11/10;;;;;;;
Novembro;APROV G;JACANA / TREMEMBE;2010.47.062-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.066.127.0019-1;H.M.P    - HIS;Z6-001;JACANA;0.00;M2;BODEPAN EMPREENDIMENTOS AGROPECUARIOS E IMOBIL LTDA;0.00;M2;AV LUIS STAMATIS;23/11/10;GIORGIO LORENZO MARIA VANOSSI;;WILSON MARCHI JUNIOR;;;;
Novembro;APROV G;M BOI MIRIM;2010.45.310-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.166.249.0013-9;H.I.S;Z2;JD ANGELA;8636.50;M2;CIA METROPOLITANA DE HABITACAO DE SAO PAULO - COHAB;11207.50;M2;R CLAUDIO MILANO;06/11/10;RENATO DA SILVA TINOS;;ALDO FRANCISCO ALVES FILHO;;009 - 002;020;05 - 01
Novembro;APROV G;MOOCA;2010.45.890-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.002.080.0162-1;HIS      - H.M.P;Z3-242;BRAS;13591.36;M2;LATIN AMERICA REAL ESTATE EMP. IMOB. LTDA;1721.23;M2;AV RANGEL PESTANA,965;13/11/10;MARIO LAMBERTI JUNIOR;;DEMOSTHENES MAGNO SANTOS;;001;260;25
Novembro;APROV G;MOOCA;2010.46.047-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;PREDIO SERVICO;00.029.044.0113-1;S3.2;Z3-246;BELENZINHO;546.04;M2;IVAN JOAO PALUDO;572.70;M2;R PDE ADELINO,373;12/11/10;;;;;;;
Novembro;APROV G;PINHEIROS / ITAIM BIBI;2010.44.706-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;PREDIO SERVICO;00.086.057.0015-7;S2.8;Z8-CR2 LIND. Z1;STO AMARO;171.90;M2;GENESIO MAKIYAMA LOPES;146.25;M2;AV STO AMARO,2861;05/11/10;;;;;;;
Novembro;APROV G;PINHEIROS / ITAIM BIBI;2010.47.134-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO SERVICO;00.009.084.0001-2;S2.2;Z3-151;JD PAULISTA;8608.27;M2;LUBA 5 EMPREENDIMENTOS IMOBILIARIOS LTDA.;1096.00;M2;AL CAMPINAS,802;23/11/10;CARLOS BARBARA;;MCAA ARQUITETOS LTDA;;001;;15
Novembro;APROV G;SANTO AMARO;2010.46.651-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE RE- FORMA;;00.086.005.0011-7;NR1-04;Z4-062;BROOKLIN PAULISTA;20.65;M2;BANCO DO BRASIL SA;994.20;M2;R JOAQUIM NABUCO,245;17/11/10;CONSTRUTORA COMERCIAL TONE LTDA;RUY CARLOS TONE;FRONTAL ARQUITETOS ASSOCIADOS LTDA;SILVIA REGINA CHECCHIA;001;;02
Novembro;APROV G;SE;2003.06.214-01;APOSTILAMENTO DE AUTO DE REGULARIZACAO;PREDIO SERVICO;00.011.091.0011-6;S2.6;Z4-018;HIGIENOPOLIS;2408.93;M2;ARNALDO GASPARIAN;2568.60;M2;R MARANHAO,983;30/11/10;;;;;;;
Novembro;APROV G;SE;2010.46.652-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;PREDIO COMERCIAL;00.038.009.0043-2;C1.1     - S2.9;Z3-238;LIBERDADE;30.98;M2;NICOLINA CONSENTINO;394.40;M2;R VERGUEIRO,929;18/11/10;;;;;;;
Novembro;APROV G;SE;2010.47.300-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;;00.006.008.0430-5;NR3-01;Z5-002;REPUBLICA;4413.27;M2;CONDOMINIO EDIFICIO RUY BARBOSA;324.00;M2;R DOM JOSE DE BARROS,17;23/11/10;;;;;;;
Novembro;APROV G;SE;2010.47.833-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.010.027.0516-9;H.M.P;Z4-029;BELA VISTA;14432.06;M2;REQUADRA DESENVOLVIMENTO IMOBILIARIO LTDA;1716.25;M2;R PAIM,262;26/11/10;JONAS BIRGER;;JONAS BIRGER;;001;176;18
Novembro;APROV G;SAO MATEUS;2010.44.688-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.151.199.0060-6;HIS;Z2;SAO MATEUS;0.00;M2;ITAMARACA EMPREENDIMENTOS IMOBILIARIOS LTDA;0.00;M2;R FORTE DO TRIUNFO;06/11/10;JOAO BAPTISTA DAMASCO PENNA JUNIOR;;LUIZ CUTAIT ARQUITETURA E URBANISMO LTDA;;;;
Novembro;APROV G;SAO MATEUS;2010.44.690-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.151.199.0060-6;HIS;Z2;SAO MATEUS;0.00;M2;ITAMARACA EMPREENDIMENTOS IMOBILIARIOS LTDA;0.00;M2;R FORTE DO TRIUNFO;06/11/10;JOAO BAPTISTA DAMASCO PENNA JUNIOR;;LUIZ CUTAIT ARQUITETURA E URBANISMO LTDA;;;;
Novembro;APROV G;SANTANA;2010.45.110-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;PREDIO COMERCIAL;00.068.442.0013-7;C2;Z2;VILA GUSTAVO;1818.75;M2;RONEL ADMINISTRACAO DE NEGOCIOS E PARTICIPACOES LTDA;1166.78;M2;AV GUAPIRA,314;10/11/10;FRED OSSAMU SATO;;;;;;
Novembro;APROV G;SANTANA;2010.48.431-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.069.095.0011-3;R202;Z3-022;SANTANA;7433.68;M2;PIAZZA SAN LUCA CONSTRUCAO LTDA;980.00;M2;R GASPAR SOARES,152;25/11/10;FLAVIO BORBA DE OLIVEIRA;;ALEXANDRE MENDONCA MILLEU;;001;032;18
Novembro;APROV 1;CIDADE ADEMAR;2010.45.623-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.090.060.0021-3;R2V-01;Z2;CIDADE ADEMAR;18345.49;M2;VERONA INCORPORADORA LTDA.;3675.00;M2;R DASFLECHAS,541;12/11/10;MARCELO ERNESTO ZARZUR;;SILVIO HIDEMI IAMAMURA;;001;156;27
Novembro;APROV 1;ARICANDUVA / VILA FORMOSA;2003.00.313-01;REVALIDACAO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO COMERCIAL;00.055.222.0169-1;C1;Z8-CR2 LIND. Z9;VILA FORMOSA;749.08;M2;JOSE FRANCISCO TEIXEIRA DE ABREU;500.15;M2;R TEMPLARIOS,723;20/11/10;MAURICIO RAMOS CASSIA;;MAURICIO RAMOS CASSIA;;;;
Novembro;APROV 1;ARICANDUVA / VILA FORMOSA;2008.18.303-02;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.116.313.0045-7;R2V-01;Z3-149;ARICANDUVA;15636.55;M2;GOLD MARROCOS EMPREENDIMENTOS IMOBILIARIOS SPE LTDA;3000.00;M2;AV RIO DAS PEDRAS,1522;24/11/10;;;;;001 - 001;070 - 070;18 - 18
Novembro;APROV 1;ARICANDUVA / VILA FORMOSA;2008.48.649-01;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAONOVA;PREDIO RESIDENCIAL;00.054.116.0372-2;R2V-01;Z3-129;VL REGENTE FEIJO;26205.96;M2;PORTE CONSTRUTORA LTDA;2834.46;M2;R CANDIDO LACERDA,99999;20/11/10;ROGERIO ALVES FERREIRA;;JOEL JOSE ABRAO DA CRUZ;;001;060;35
Novembro;APROV 1;ARICANDUVA / VILA FORMOSA;2010.45.293-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.056.156.0107-8;R2V-01;Z3-110;CARRAO;15227.07;M2;SEIFUKO YAMAUTI E OUTROS;2959.75;M2;R SERRA DE BOTUCATU,1991;11/11/10;SERGIO MESTER;;ITAMAR BERESIN-ARQUITETURA E URBANISMO LTDA;;001;096;25
Novembro;APROV 1;ARICANDUVA / VILA FORMOSA;2010.45.293-01;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.056.156.0107-8;R2V-01;Z3-110;CARRAO;15227.07;M2;SEIFUKO YAMAUTI E OUTROS;2959.75;M2;R SERRA DE BOTUCATU,1991;19/11/10;;;;;001;096;25
Novembro;APROV 1;ARICANDUVA / VILA FORMOSA;2010.45.339-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.055.072.0051-3;R2V-01;Z2;VILA CARRAO;13975.47;M2;TEREZINHA DE JESUS RIZZO RIBEIRO DE OUTROS;3000.00;M2;R JOAO VIEIRA PRIOSTE,785;11/11/10;JOAO PEDRO ELSING;;JL SERVICOS DE ARQUITETURA LTDA;;001;156;21
Novembro;APROV 1;ARICANDUVA / VILA FORMOSA;2010.45.339-01;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.055.072.0051-3;R2V-01;Z2;VILA CARRAO;13975.47;M2;TEREZINHA DE JESUS RIZZO RIBEIRO DE OUTROS;3000.00;M2;R JOAO VIEIRA PRIOSTE,785;20/11/10;;;;;001;076;21
Novembro;APROV 1;ARICANDUVA / VILA FORMOSA;2010.46.408-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.055.201.0168-1;R2V-01;Z2;VILA FORMOSA;8040.06;M2;ANTONIO HERNANDES E OUTROS;1997.05;M2;R IRU,136;11/11/10;MARIO TIBURCIO TIBERIO;;MARIO TIBURCIO TIBERIO;;001;090;16
Novembro;APROV 1;ARICANDUVA / VILA FORMOSA;2010.47.765-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.116.099.0008-0;R2V-01;Z2;CARRAO;6622.01;M2;EDIFICIO RESIDENCIAL VIENA SPE LTDA;1500.00;M2;R FRANCISCA DE PAULA,300;26/11/10;PAULO DE TARSO PEREIRA DE SOUZA;;GARCIA & DELECRODI ARQUITETURA LTDA;FELIPE AZEVEDO GARCIA;001;060;16
Novembro;APROV 1;BUTANTA;2010.46.183-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.101.583.0206-1;R2V-01;Z2;BUTANTA;21142.30;M2;OLIVAL OLIVEIRA DOS SANTOS E OUTROS;5000.00;M2;AV ENG HEITOR ANTONIO EIRAS GARCIA,587;13/11/10;JONAS BIRGER;;JONAS BIRGER;;001;216;28
Novembro;APROV 1;BUTANTA;2010.48.039-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.101.114.0012-1;R2V-01;Z2;BUTANTA;0.00;M2;LEGAMA EMPREENDIMENTOS E PARTICIPACOES LTDA E OUTRO;0.00;M2;PC GAL ARARIPE DE FARIA,74;27/11/10;CHARLES CAMBUR;;SERGIO REITZFELD;;;;
Novembro;APROV 1;CAMPO LIMPO;2008.36.188-01;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.301.054.0058-8;R2V-01;;VL ANDRADE;0.00;M2;CYRELA MONACO EMPREENDIMENTOS IMOBILIARIOS E OUTROS;0.00;M2;AV GIOVANNI GRONCHI,6829;13/11/10;;;;;;;
Novembro;APROV 1;CAMPO LIMPO;2010.45.048-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.169.304.0536-0;R2V-01;Z2;CAMPO LIMPO;0.00;M2;BOA VISTA EMPREEENDIMENTOS IMOBILIARIOS SPE LTDA;0.00;M2;ES DO CAMPO LIMPO,5785;10/11/10;YORKI OSWALDO ESTEFAN;;ADESA ARQUITETURA LTDA;;;;
Novembro;APROV 1;CAMPO LIMPO;2010.45.820-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.171.162.0027-3;R2V-01;Z2;VILA ANDRADE;0.00;M2;CONSTRUTORA EPURA LTDA;0.00;M2;R DR JOSE DE ANDRADE FIGUEIRA;13/11/10;ANTONIO LUIZ BARBOSA DE OLIVEIRA;;MARIANE BARBOSA CHIECO;;;;
Novembro;APROV 1;CAMPO LIMPO;2010.46.146-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.171.237.0030-8;R2V-01;Z2;VILA ANDRADE;23825.17;M2;MARQUES CONSTRUTORA E INCORPORADORA LTDA;5236.70;M2;R JOAO SIMOES DE SOUZA,268;13/11/10;FLAVIO TEIXEIRA DA SILVA BRAGA;;RENATO BIANCONI;;001 - 001;097 - 102;17 - 18
Novembro;APROV 1;CAMPO LIMPO;2010.48.104-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.169.200.0031-7;R2V-01;Z2;VILA ANDRADE;0.00;M2;TRIUNFO IMOBILIARIA LTDA;0.00;M2;R CASTELHANO;24/11/10;KALLAS INCORPORACOES E CONSTRUCOES S/A;EMILIO RACHED ESPER KALLAS;MCAA ARQUITETOS LTDA;;;;
Novembro;APROV 1;CAMPO LIMPO;2010.48.109-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.169.200.0039-2;R2V-01;Z2;VILA ANDRADE;0.00;M2;TRIUNFO IMOBILIARIA LTDA;0.00;M2;R NELSON GAMA DE OLIVEIRA;24/11/10;KALLAS INCORPORACOES E CONSTRUCOES S/A;EMILIO RACHED ESPER KALLAS;MCAA ARQUITETOS LTDA;;;;
Novembro;APROV 1;CAPELA DO SOCORRO;2010.33.329-01;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.162.043.0045-7;R2H-03;Z2;JD CRISTAL;4228.28;M2;CMJ INVESTIMENTOS E PARTICIPACOES LTDA;2911.49;M2;R LUCIANO FELICIO BIONDO,92;09/11/10;;;;;015 - 024;001 - 001;03 - 02
Novembro;APROV 1;ERMELINO MATARAZZO;2010.46.599-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.113.341.0018-6;R2H-03;Z2;LISTA;678.70;M2;ALEXSANDRO GUIDIL PIRES E PETRA MARGARETE DE S. GUIDIL PIRES;752.00;M2;R ALTO DE SANTO ANTONIO,250;19/11/10;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;002;005;02
Novembro;APROV 1;ERMELINO MATARAZZO;2010.48.197-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.111.282.0050-2;R2V-01;Z3-056;PARQUE BOTURUSSU;6219.52;M2;CODE PONTE RASA EMPREENDIMENTOS IMOBILIIARIOS SPE 2 LTDA;1297.65;M2;R FABIO JOSE BEZERRA,120;20/11/10;CESAR FERNANDES ROSSOVSKII;;SIDNEY QUINTELA OLIVEIRA;;001;072;14
Novembro;APROV 1;FREGUESIA DO O;2010.46.000-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.104.054.0070-4;R;Z2;FREGUESIA DO O;2423.29;M2;JOAO ANTONIO ALVES;1841.00;M2;R DR ESTEVAO MONTEBELLO,99999;11/11/10;FRANCISCO IGNACIO ROCHA DE ASSIS MOURA;;FERNANDA CARVALHO DELGADO;;;;
Novembro;APROV 1;IPIRANGA;2010.44.828-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.043.166.0036-2;R2V-01;Z3-193;IPIRANGA;0.00;M2;CONSTHRUIR ENGENHARIA LTDA;0.00;M2;R DO RENO,404;09/11/10;JOSE LUIZ LOPEZ;;JOSE LUIZ LOPEZ;;;;
Novembro;APROV 1;ITAIM PAULISTA;2010.45.308-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.112.619.0124-9;R2H-03;Z2;VILA CURUCA;484.33;M2;GESUALDO R. DE SOUZA E VILMA C. DA CINTRA SOUZA;607.35;M2;R PALANQUE;11/11/10;EVANDRO PACHECO JANUARIO;;EVANDRO PACHECO JANUARIO;;001;008;02
Novembro;APROV 1;JABAQUARA;2008.44.652-03;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.310.075.0003-1;R2V-01;;VILA GUARANI;0.00;M2;SIVERCON CONSTRUTORA LTDA;0.00;M2;R OCARINA,75;05/11/10;;;;;001;048;09
Novembro;APROV 1;JABAQUARA;2010.46.738-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.091.095.0016-2;R2H-03;Z2;JABAQUARA;754.17;M2;ANDERSON BARBOSA LIMA;520.00;M2;R VALDEMAR PEDROSO;19/11/10;EDUARDO CESAR PROENCA;;ERIC ALMEIDA DOMINGUES;;001 - 001;002 - 006;02 - 03
Novembro;APROV 1;LAPA;2010.44.617-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.097.002.0010-8;R2V-01;Z6-015;VILA LEOPOLDINA;0.00;M2;MAXCASA XIII EMPREENDIMENTOS IMOBILIARIOS LTDA;0.00;M2;AV MOFARREJ,1130;06/11/10;LUIZ HENRIQUE DE VASCONCELLOS;;PABLO SLEMENSON & AK ARQUITETOS LTDA;PABLO SLEMENSON;;;
Novembro;APROV 1;LAPA;2010.44.843-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.012.083.0106-3;R2V-01;Z2;PERDIZES;0.00;M2;ALCA EMPREENDIMENTOS IMOBILIARIOS LTDA;0.00;M2;R ROMANO SCHIESARI,80;09/11/10;GUILHERME LENCI LAMAS;;OCTAVIO DE SIQUEIRA ARQUITETURA S/S LTDA;OCTAVIO DE SIQUEIRA FERREIRA;;;
Novembro;APROV 1;LAPA;2010.45.630-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.197.019.0032-3;R2V-01;Z2;BARRA FUNDA;46387.02;M2;CERFCO EMPREENDIMENTOS IMOBILIARIOS LTDA;7992.16;M2;R DR. RUBENS MEIRELES,235;12/11/10;ANTONIO CARLOS PENTEADO;;ITAMAR BERESIN-ARQUITETURA E URBANISMO LTDA;;001 - 001;200 - 199;26 - 26
Novembro;APROV 1;VILA MARIA / VILA GUILHERME;2010.45.625-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.068.552.0026-5;R2V-01;Z2;VILA GUILHERME;14139.62;M2;PRECON PREDIAL E CONSTRUCOES LTDA;3910.52;M2;R PAULO DE AVELAR,60;12/11/10;EDALCO ENGENHARIA LTDA;ANA PAOLA HASSUN COUSO;MCAA ARQUITETOS LTDA;;001;084;23
Novembro;APROV 1;VILA MARIA / VILA GUILHERME;2010.46.143-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.065.002.0053-5;R2V-01;Z2;ALTO DA VILA MARIA;9559.87;M2;POLO MORUMBI EMPREENDIMENTOS IMOBILIARIOS SPE LTDA;2741.00;M2;AV BELISARIO PENA,1108;17/11/10;LUIZ ALBERTO MATIAS LUCIO MENDONCA;;MCAA ARQUITETOS LTDA;;001;108;19
Novembro;APROV 1;MOOCA;2010.34.439-01;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.062.190.0040-4;R2V-01;Z2;TATUAPE;34068.52;M2;CONDESSA EMPREENDIMENTOS IMOBILIARIOS LTDA;10991.34;M2;R ARNALDO CINTRA;12/11/10;;;;;001 - 003 - 001;099 - 100;17 - 17 - 03
Novembro;APROV 1;MOOCA;2010.34.440-01;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.062.190.0040-4;R2V-01;Z2;TATUAPE;27787.25;M2;WAURA EMPREENDIMENTOS IMOBILIARIOS LTDA;9451.63;M2;R ARNALDO CINTRA;18/11/10;;;;;001 - 003 - 001;099 - 100;17 - 17 - 03
Novembro;APROV 1;MOOCA;2010.39.543-01;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.028.037.0149-9;R2V-01;Z2;MOOCA;46498.63;M2;SURINAME EMPREENDIMENTOS IMOBILIARIOS LTDA;9455.00;M2;R JOAO ANTONIO DE OLIVEIRA,532;13/11/10;;;;;001;287;10
Novembro;APROV 1;MOOCA;2010.39.565-01;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.028.037.0149-9;R2V-01;Z2;MOOCA;44584.86;M2;SURINAME EMPREENDIMENTOS IMOBILIARIOS LTDA;9150.00;M2;R JOAO ANTONIO DE OLIVEIRA,532;13/11/10;;;;;001;209;10
Novembro;APROV 1;MOOCA;2010.43.853-01;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.028.038.0054-3;R202;Z4-030;MOOCA;23135.69;M2;OAS 12 EMPREENDIMENTOS IMOBILIARIOS SPE LTDA;3411.39;M2;R MARINA CRESPI,274;06/11/10;;;;;001 - 001;084 - 084;23 - 23
Novembro;APROV 1;MOOCA;2010.47.118-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.031.012.0091-1;R2V-01   - NR1-02;Z6-025;MOOCA;105052.17;M2;KLABIN SEGALL SAO PAULO 17 EMPREEND. IMOB LTDA;23947.29;M2;R TOBIAS BARRETO,735;20/11/10;HELCIO ASCHE RIBEIRO DA SILVA;;PAULO LISBOA ARQUITETURA LTDA;;002 - 001 - 001 - 00;112 - 056 - 056;30 - 30 - 30 - 02
Novembro;APROV 1;MOOCA;2010.48.231-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.102.087.0137-1;R2V-01;Z2;AGUA RASA;9058.27;M2;ALEXANDRE BARROS VIOTTO E OUTROS;1940.96;M2;AV VILA EMA,831;30/11/10;ANTONIO TOPAL;;JOAQUIM MELLO ARQUITETO LTDA;;001;064;17
